*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_83C2ECF131DAE246	m0686ccpje01	Ligament Suprême/Yetin de la Jungle 	un	le	Ligaments Suprêmes/Yetin de la Jungle 	des	les	
_68A80141656B47DC	m0687ccpca01	Cuir de Base/Yetin	du	le	Cuirs de Base/Yetin	des	les	
_214B7EE7E2F8078C	m0687ccpcb01	Cuir Fin/Yetin	du	le	Cuirs Fins/Yetin	des	les	
_52F16B199F86456C	m0687ccpfc01	Cuir de Choix/Yetin des Forêts 	du	le	Cuirs de Choix/Yetin des Forêts 	des	les	
_C1944101A46895B3	m0687ccpje01	Cuir Suprême/Yetin de la Jungle 	du	le	Cuirs Suprêmes/Yetin de la Jungle 	des	les	
_FC0ACF874E6294CF	m0688chdca01	Fragment d'Oeil de Base/Yubo	un	le	Fragments d'Oeil de Base/Yubo	des	les	
_D407637EA95050CD	m0688chdcb01	Fragment d'Oeil Fin/Yubo	un	le	Fragments d'Oeil Fin/Yubo	des	les	
_71197D5C84253BBD	m0688chdce01	Fragment d'Oeil Suprême/Yubo	un	le	Fragments d'Oeil Suprême/Yubo	des	les	
_91CDD568BFEF2F4A	m0688chdfd01	Fragment d'Oeil Excellent/Yubo des Forêts	un	le	Fragments d'Oeil Excellent/Yubo des Forêts	des	les	
_9D6E51B1F026F503	m0688chdlc01	Fragment d'Oeil de Choix/Yubo des Lacs	un	le	Fragments d'Oeil de Choix/Yubo des Lacs	des	les	
_7F3B4CCC4BA386D1	m0690chdca01	Ongle de Base/Yubo	un	l'	Ongles de Base/Yubo	des	les	
_C06B79158530A135	m0690chdcb01	Ongle Fin/Yubo	un	l'	Ongles Fins/Yubo	des	les	
_CDB7A6435BB46691	m0690chdce01	Ongle Suprême/Yubo	un	l'	Ongles Suprêmes/Yubo	des	les	
_7A7053EA2C464CCF	m0690chdfd01	Ongle Excellent/Yubo des Forêts	un	l'	Ongles Excellents/Yubo des Forêts	des	les	
_5FB9DFF36108BB7C	m0690chdlc01	Ongle de Choix/Yubo des Lacs	un	l'	Ongles de Choix/Yubo des Lacs	des	les	
_2AA350F007B3A533	m0691chdca01	Fragment de Bassin de Base/Yubo	un	le	Fragments de Bassin de Base/Yubo	des	les	
_E7C110B597F7CBA6	m0691chdcb01	Fragment de Bassin Fin/Yubo	un	le	Fragments de Bassin Fin/Yubo	des	les	
_0C3806DE1EAFB217	m0691chdce01	Fragment de Bassin Suprême/Yubo	un	le	Fragments de Bassin Suprême/Yubo	des	les	
_7383D6E7A1855619	m0691chdfd01	Fragment de Bassin Excellent/Yubo des Forêts	un	le	Fragments de Bassin Excellent/Yubo des Forêts	des	les	
_1E2DEF0FAE9C738D	m0691chdlc01	Fragment de Bassin de Choix/Yubo des Lacs	un	le	Fragments de Bassin de Choix/Yubo des Lacs	des	les	
_D90195B95821DD09	m0692chdca01	Dent de Base/Yubo	une	la	Dents de Base/Yubo	des	les	
_6D8F1E50D664C928	m0692chdcb01	Dent Fine/Yubo	une	la	Dents Fines/Yubo	des	les	
_51C32D9176A72F97	m0692chdce01	Dent Suprême/Yubo	une	la	Dents Suprêmes/Yubo	des	les	
_19E64F4FE574BBC2	m0692chdfd01	Dent Excellente/Yubo des Forêts 	une	la	Dents Excellentes/Yubo des Forêts 	des	les	
_75B63A4CB89A8053	m0692chdlc01	Dent de Choix/Yubo des Lacs 	une	la	Dents de Choix/Yubo des Lacs 	des	les	
_D3A386FF6E47CA93	m0693ccica01	Ligament de Base/Zerx	un	le	Ligaments de Base/Zerx	des	les	
_0E632A9171F48E8C	m0693ccicb01	Ligament Fin/Zerx	un	le	Ligaments Fins/Zerx	des	les	
_F7E6D04E6A3CD94C	m0693ccidd01	Ligament Excellent/Zerx du Désert 	un	le	Ligaments Excellents/Zerx du Désert 	des	les	
_380E4DEB8E8C1D05	m0693ccide01	Ligament Suprême/Zerx du Désert 	un	le	Ligaments Suprêmes/Zerx du Désert 	des	les	
_F286F04F6EABC14E	m0693ccijd01	Ligament Excellent/Zerx de la Jungle 	un	le	Ligaments Excellents/Zerx de la Jungle 	des	les	
_380ED5E58EEA9D11	m0693ccije01	Ligament Suprême/Zerx de la Jungle 	un	le	Ligaments Suprêmes/Zerx de la Jungle 	des	les	
_111C0F8EACE1A1C3	m0693ccilc01	Ligaments de Choix/Zerx des Lacs 	un	le	Ligament de Choix/Zerx des Lacs 	des	les	
_C9BFBAF7C1091FD6	m0693ccipc01	Ligament de Choix/Zerx des P. Racines 	un	le	Ligaments de Choix/Zerx des P. Racines 	des	les	
_EDF9BAA6D1E285BF	m0693ccipd01	Ligament Excellent/Zerx des P. Racines 	un	le	Ligaments Excellents/Zerx des P. Racines 	des	les	
_E0E9CD4AA0B9058E	m0693ccipe01	Ligament Suprême/Zerx des Primes Racines	un	le	Ligaments Suprêmes/Zerx des Primes Racines	des	les	
_DA07A22E626A237F	m0694ccica01	Cuir de Base/Zerx	du	le	Cuirs de Base/Zerx	des	les	
_DDA48E9C33C77194	m0694ccicb01	Cuir Fin/Zerx	du	le	Cuirs Fins/Zerx	des	les	
_ADF37F39859A8C9C	m0694ccidd01	Cuir Excellent/Zerx du Désert 	du	le	Cuirs Excellents/Zerx du Désert 	des	les	
_5DB2D030DE77A44B	m0694ccide01	Cuir Suprême/Zerx du Désert 	du	le	Cuirs Suprêmes/Zerx du Désert 	des	les	
_EDF2873AC5999497	m0694ccijd01	Cuir Excellent/Zerx de la Jungle 	du	le	Cuirs Excellents/Zerx de la Jungle 	des	les	
_99519C2B6286E451	m0694ccije01	Cuir Suprême/Zerx de la Jungle 	du	le	Cuirs Suprêmes/Zerx de la Jungle 	des	les	
_73AD97B0F8B251FE	m0694ccilc01	Cuir de Choix/Zerx des Lacs 	du	le	Cuirs de Choix/Zerx des Lacs 	des	les	
_6021B21B615ED8CA	m0694ccipc01	Cuir de Choix/Zerx des P. Racines 	du	le	Cuirs de Choix/Zerx des P. Racines 	des	les	
_23FC6253A55D631E	m0694ccipd01	Cuir Excellent/Zerx des P. Racines 	du	le	Cuirs Excellents/Zerx des P. Racines 	des	les	
_EACA077D79C9FEC0	m0694ccipe01	Cuir Suprême/Zerx des Primes Racines	du	le	Cuirs Suprêmes/Zerx des Primes Racines	des	les	
_B147A7D9B2EEB3BF	m0695ixxcc01	Fragment de Griffe/Kitin	un	le	Fragments de Griffe/Kitin	des	les	
_85BDEB728A21710E	m0695ixxcc02	Trophée Kitin	un	le	Trophées Kitins	des	les	
_8C53BED93F699E78	m0696ixxcc01	Collier Primitif	un	le	Colliers Primitifs	des	les	
_869AE780C2613DBB	m0697dxaca01	Atrium Ordinaire	un	l'	Atriums Ordinaires	des	les	
_F33F097D61B221F9	m0697dxacb01	Atrium Moyen	un	l'	Atriums Moyens	des	les	
_869AEF6EC4616DBB	m0697dxacc01	Atrium Parfait	un	l'	Atriums Parfaits	des	les	
_292DE97A8360A20C	m0697dxacd01	Atrium de Premier Ordre	un	l'	Atriums de Premier Ordre	des	les	
_290CE18984A2E20C	m0697dxace01	Atrium Exceptionnel	un	l'	Atriums Exceptionnels	des	les	
_15F6A3DCE71D8B91	m0697dxacf01	Atrium Magnifique	un	l'	Atriums Magnifiques	des	les	
_679725196B31E7FA	m0698dxaca01	Bon de Commande Matis Ordinaire 	un	le	Bons de Commande Matis Ordinaires 	des	les	
_F021E74FAE422FA5	m0698dxacb01	Bon de Commande Matis Moyen 	un	le	Bons de Commande Matis Moyens 	des	les	
_67073D18EDB1FFFA	m0698dxacc01	Bon de Commande Matis Parfait 	un	le	Bons de Commande Matis Parfaits 	des	les	
_19569375C08C5FFA	m0698dxacd01	Bon de Commande Matis de Premier Ordre 	un	le	Bons de Commande Matis de Premier Ordre 	des	les	
_DD565F94C0CD9FE8	m0698dxace01	Bon de Commande Matis Exceptionnel 	un	le	Bons de Commande Matis Exceptionnels 	des	les	
_6D66E0DBD6E2258D	m0698dxacf01	Bon de Commande Matis Magnifique 	un	le	Bons de Commande Matis Magnifiques 	des	les	
_6D272519EC115FF2	m0699dxaca01	Bon de Commande Fyros Ordinaire 	un	le	Bons de Commande Fyros Ordinaires 	des	les	
_710147482F228F9F	m0699dxacb01	Bon de Commande Fyros Moyen	un	le	Bons de Commande Fyros Moyens	des	les	
_6D973D186E9177F2	m0699dxacc01	Bon de Commande Fyros Parfait	un	le	Bons de Commande Fyros Parfaits	des	les	
_5756AB73C67C5713	m0699dxacd01	Bon de Commande Fyros de Premier Ordre 	un	le	Bons de Commande Fyros de Premier Ordre 	des	les	
_1B567792C6BD9701	m0699dxace01	Bon de Commande Fyros Exceptionnel	un	le	Bons de Commande Fyros Exceptionnels	des	les	
_F277C4DBD6E23D92	m0699dxacf01	Bon de Commande Fyros Magnifique	un	le	Bons de Commande Fyros Magnifiques	des	les	
_A878250F6970FFFD	m0700dxaca01	Bon de Commande Zoraï Ordinaire	un	le	Bons de Commande Zoraïs Ordinaires	des	les	
_AC111F52AC2267A0	m0700dxacb01	Bon de Commande Zoraï Moyen 	un	le	Bons de Commande Zoraïs Moyens 	des	les	
_A8E83D0EEBF017FD	m0700dxacc01	Bon de Commande Zoraï Parfait 	un	le	Bons de Commande Zoraïs Parfaits 	des	les	
_1AC57373C1DD5700	m0700dxacd01	Bon de Commande Zoraï de Premier Ordre 	un	le	Bons de Commande Zoraïs de Premier Ordre 	des	les	
_DEC53F92C11E97EE	m0700dxace01	Bon de Commande Zoraï Exceptionnel 	un	le	Bons de Commande Zoraïs Exceptionnels	des	les	
_2D2714DBD641DD7B	m0700dxacf01	Bon de Commande Zoraï Magnifique 	un	le	Bons de Commande Zoraïs Magnifiques 	des	les	
_E3D9FA7EC7EF28B4	m0701dxaca01	Bon de Commande Tryker Ordinaire 	un	le	Bons de Commande Trykers Ordinaires 	des	les	
_FCCF9CFCC012785C	m0701dxacb01	Bon de Commande Tryker Moyen	un	le	Bons de Commande Trykers Moyens	des	les	
_A119227BC86F40B4	m0701dxacc01	Bon de Commande Tryker Parfait 	un	le	Bons de Commande Trykers Parfaits 	des	les	
_77BC3F8777CD7FD6	m0701dxacd01	Bon de Commande Tryker de Premier Ordre 	un	le	Bons de Commande Trykers de Premier Ordre 	des	les	
_77FD3B96770E77E5	m0701dxace01	Bon de Commande Tryker Exceptionnel 	un	le	Bons de Commande Trykers Exceptionnels	des	les	
_A94288A75E3B2DDE	m0701dxacf01	Bon de Commande Tryker Magnifique 	un	le	Bons de Commande Trykers Magnifiques 	des	les	
_1EE2B35A8A5B5178	m0702dxaca01	Pack Militaire Matis Ordinaire 	un	le	Packs Militaires Matis Ordinaires 	des	les	
_83A258357E6BED3A	m0702dxacb01	Pack Militaire Matis Moyen 	un	le	Packs Militaires Matis Moyens 	des	les	
_1EE2BB488C5B8178	m0702dxacc01	Pack Militaire Matis Parfait 	un	le	Packs Militaires Matis Parfaits 	des	les	
_CBAEE3E227A90E99	m0702dxacd01	Pack Militaire Matis de Premier Ordre 	un	le	Packs Militaires Matis de Premier Ordre 	des	les	
_CB8DDBF128EB4E99	m0702dxace01	Pack Militaire Matis Exceptionnel 	un	le	Packs Militaires Matis Exceptionnels 	des	les	
_FBBEEF6EB00C2E25	m0702dxacf01	Pack Militaire Matis Magnifique 	un	le	Packs Militaires Matis Magnifiques 	des	les	
_2A02B35A8A5B8175	m0703dxaca01	Pack Militaire Fyros Ordinaire 	un	le	Packs Militaires Fyros Ordinaires 	des	les	
_83A2703305DB4D34	m0703dxacb01	Pack Militaire Fyros Moyen	un	le	Packs Militaires Fyros Moyens	des	les	
_2A02BB488C5BB175	m0703dxacc01	Pack Militaire Fyros Parfait	un	le	Packs Militaires Fyros Parfaits	des	les	
_09AEE3E2A8E966AB	m0703dxacd01	Pack Militaire Fyros de Premier Ordre	un	le	Packs Militaires Fyros de Premier Ordre	des	les	
_098DDBF1A92BA6AB	m0703dxace01	Pack Militaire Fyros Exceptionnel	un	le	Packs Militaires Fyros Exceptionnels	des	les	
_FB1F3367B00C2E2C	m0703dxacf01	Pack Militaire Fyros Magnifique	un	le	Packs Militaires Fyros Magnifiques	des	les	
_2484B35A8A191176	m0704dxaca01	Pack Militaire Zoraï Ordinaire	un	le	Packs Militaires Zoraïs Ordinaires	des	les	
_83013829FF1C2549	m0704dxacb01	Pack Militaire Zoraï Moyen 	un	le	Packs Militaires Zoraïs Moyens 	des	les	
_2484BB488C194176	m0704dxacc01	Pack Militaire Zoraï Parfait 	un	le	Packs Militaires Zoraïs Parfaits 	des	les	
_0EAEE3D8A3093EB6	m0704dxacd01	Pack Militaire Zoraï de Premier Ordre 	un	le	Packs Militaires Zoraïs de Premier Ordre 	des	les	
_0E8DDBE7A44B7EB6	m0704dxace01	Pack Militaire Zoraï Exceptionnel 	un	le	Packs Militaires Zoraïs Exceptionnels	des	les	
_787E5B7BB00C0615	m0704dxacf01	Pack Militaire Zoraï Magnifique 	un	le	Packs Militaires Zoraïs Magnifiques 	des	les	
_21ACB2F024985AD6	m0705dxaca01	Pack Militaire Tryker Ordinaire 	un	le	Packs Militaires Trykers Ordinaires 	des	les	
_74955675B5A599A9	m0705dxacb01	Pack Militaire Tryker Moyen 	un	le	Packs Militaires Trykers Moyens 	des	les	
_21AC96EB277972D6	m0705dxacc01	Pack Militaire Tryker Parfait 	un	le	Packs Militaires Trykers Parfaits 	des	les	
_D45E5034FCBEDA2F	m0705dxacd01	Pack Militaire Tryker de Premier Ordre 	un	le	Packs Militaires Trykers de Premier Ordre 	des	les	
_4F4F0C4700FF1A2F	m0705dxace01	Pack Militaire Tryker Exceptionnel 	un	le	Packs Militaires Trykers Exceptionnels	des	les	
_DAB49B9046C70335	m0705dxacf01	Pack Militaire Tryker Magnifique 	un	le	Packs Militaires Trykers Magnifiques 	des	les	
_69554F58FED2DBCE	m0706dxaca01	Signe Royal Matis Ordinaire	un	le	Signes Royaux Matis Ordinaires	des	les	
_4271FB51379F310E	m0706dxacb01	Signe Royal Matis Moyen 	un	le	Signes Royaux Matis Moyens 	des	les	
_27957755FF52F3CE	m0706dxacc01	Signe Royal Matis Parfait 	un	le	Signes Royaux Matis Parfaits 	des	les	
_47A8004A47B9409E	m0706dxacd01	Signe Royal Matis de Premier Ordre 	un	le	Signes Royaux Matis de Premier Ordre 	des	les	
_47E9FC5947FA38AD	m0706dxace01	Signe Royal Matis Exceptionnel 	un	le	Signes Royaux Matis Exceptionnels	des	les	
_6A32459179633E7B	m0706dxacf01	Signe Royal Matis Magnifique 	un	le	Signes Royaux Matis Magnifiques 	des	les	
_D4808734C3020478	m0707dxaca01	Signe Impérial Fyros Ordinaire	un	le	Signes Impériaux Fyros Ordinaires	des	les	
_FA5A870E307B9103	m0707dxacb01	Signe Impérial Fyros Moyen 	un	le	Signes Impériaux Fyros Moyens 	des	les	
_55808F2BC4F22C80	m0707dxacc01	Signe Impérial Fyros Parfait	un	le	Signes Impériaux Fyros Parfaits	des	les	
_454A837855991981	m0707dxacd01	Signe Impérial Fyros de Premier Ordre 	un	le	Signes Impériaux Fyros de Premier Ordre 	des	les	
_454A3F7519DA6991	m0707dxace01	Signe Impérial Fyros Exceptionnel 	un	le	Signes Impériaux Fyros Exceptionnels 	des	les	
_759F7E2B6FB942E6	m0707dxacf01	Signe Impérial Fyros Magnifique 	un	le	Signes Impériaux Fyros Magnifiques 	des	les	
_E3176ADD9FBB74AA	m0708dxaca01	Signe Zoraï de Cho Ordinaire	un	le	Signes Zoraïs de Cho Ordinaires	des	les	
_5E193F72055EA3A2	m0708dxacb01	Signe Zoraï de Cho Moyen 	un	le	Signes Zoraïs de Cho Moyens 	des	les	
_E3174ED8A29C8CAA	m0708dxacc01	Signe Zoraï de Cho Parfait 	un	le	Signes Zoraïs de Cho Parfaits 	des	les	
_6EA2CFF4480CCC7D	m0708dxacd01	Signe Zoraï de Cho de Premier Ordre 	un	le	Signes Zoraïs de Cho de Premier Ordre 	des	les	
_E9938B074C4D0C7D	m0708dxace01	Signe Zoraï de Cho Exceptionnel 	un	le	Signes Zoraïs de Cho Exceptionnels	des	les	
_1C9E79869EEF6944	m0708dxacf01	Signe Zoraï de Cho Magnifique 	un	le	Signes Zoraïs de Cho Magnifiques 	des	les	
_55D1B7E9A758167E	m0709dxaca01	Signe de la Fédération Tryker Ordinaire	un	le	Signes de la Fédération Tryker Ordinaires	des	les	
_07440A36BBF858C7	m0709dxacb01	Signe de la Fédération Tryker Moyen 	un	le	Signes de la Fédération Tryker Moyens 	des	les	
_55D19BE4AA392E7E	m0709dxacc01	Signe de la Fédération Tryker Parfait 	un	le	Signes de la Fédération Tryker Parfaits 	des	les	
_98E25C36BA4AF632	m0709dxacd01	Signe de la Fédération Tryker de Premier Ordre 	un	le	Signes de la Fédération Tryker de Premier Ordre 	des	les	
_13D31849BE8B3632	m0709dxace01	Signe de la Fédération Tryker Exceptionnel 	un	le	Signes de la Fédération Tryker Exceptionnels	des	les	
_528C6B20C2C7533D	m0709dxacf01	Signe de la Fédération Tryker Magnifique	un	le	Signes de la Fédération Tryker Magnifiques	des	les	
_161960DA9C2AB828	m0710ixxcc01	Morceau de Goo	un	le	Morceaux de Goo	des	les	
_5A309CD41A41E823	m0711dxaca01	Plain Goo Nodule	a	the	Plain Goo Nodules		the	
_CE608DB02669D66C	m0711dxacb01	Average Goo Nodule	a	the	Average Goo Nodules		the	
_5BB0BCCB1BC1001A	m0711dxacc01	Prime Goo Nodule	a	the	Prime Goo Nodules		the	
_C45252BAC3234773	m0711dxacd01	Select Goo Nodule	a	the	Select Goo Nodules		the	
_C5530EC9C343C373	m0711dxace01	Superb Goo Nodule	a	the	Superb Goo Nodules		the	
_62CB684AFB927C94	m0711dxacf01	Magnificient Goo Nodule	a	the	Magnificient Goo Nodules		the	
_11D28A18AFC79AA2	m0712dxaca01	Plain Nano Builders	a	the	Plain Nano Builderss		the	
_E73B4617B8DC0483	m0712dxacb01	Average Nano Builders	a	the	Average Nano Builderss		the	
_11D2920F6E87D2A8	m0712dxacc01	Prime Nano Builders	a	the	Prime Nano Builderss		the	
_A6B23FEED24D5762	m0712dxacd01	Select Nano Builders	a	the	Select Nano Builderss		the	
_A6B2B30CD2CFD762	m0712dxace01	Superb Nano Builders	a	the	Superb Nano Builderss		the	
_F9EF4C582AD12853	m0712dxacf01	Magnificient Nano Builders	a	the	Magnificient Nano Builderss		the	
_27888EEC7C18AC9F	m0713dxaca01	Plain Kami Merit Badge	a	the	Plain Kami Merit Badges		the	
_744CAC1A345DF46B	m0713dxacb01	Average Kami Merit Badge	a	the	Average Kami Merit Badges		the	
_27F8A6EBFE98C49F	m0713dxacc01	Prime Kami Merit Badge	a	the	Prime Kami Merit Badges		the	
_6063483E77DEDA0F	m0713dxacd01	Select Kami Merit Badge	a	the	Select Kami Merit Badges		the	
_2463145D771F1AFD	m0713dxace01	Superb Kami Merit Badge	a	the	Superb Kami Merit Badges		the	
_D997CCDE2281CD51	m0713dxacf01	Magnificient Kami Merit Badge	a	the	Magnificient Kami Merit Badges		the	
_51ED32806AAC011F	m0714dxaca01	Plain Karavan Merit Badge	a	the	Plain Karavan Merit Badges		the	
_8E4678DF2D8BDD14	m0714dxacb01	Average Karavan Merit Badge	a	the	Average Karavan Merit Badges		the	
_534E3A776B2CF523	m0714dxacc01	Prime Karavan Merit Badge	a	the	Prime Karavan Merit Badges		the	
_C0A76CBD29E35D5D	m0714dxacd01	Select Karavan Merit Badge	a	the	Select Karavan Merit Badges		the	
_C4A728CCA4159D61	m0714dxace01	Superb Karavan Merit Badge	a	the	Superb Karavan Merit Badges		the	
_3DE87ACDFDF9B21F	m0714dxacf01	Magnificient Karavan Merit Badge	a	the	Magnificient Karavan Merit Badges		the	
_E55BDF8F88DDF39A	m0715dxaca01	Plain Sap Power Kristal	a	the	Plain Sap Power Kristals		the	
_B5403C350582F413	m0715dxacb01	Average Sap Power Kristal	a	the	Average Sap Power Kristals		the	
_A39B078C895D0B9A	m0715dxacc01	Prime Sap Power Kristal	a	the	Prime Sap Power Kristals		the	
_4359245C036A64AF	m0715dxacd01	Select Sap Power Kristal	a	the	Select Sap Power Kristals		the	
_439A206B03AB5CBE	m0715dxace01	Superb Sap Power Kristal	a	the	Superb Sap Power Kristals		the	
_9F3EF1D682297242	m0715dxacf01	Magnificient Sap Power Kristal	a	the	Magnificient Sap Power Kristals		the	
_363835C008A652F5	m0716dxaca01	Plain Kitin Egg	a	the	Plain Kitin Eggs		the	
_0C54358B12E3676C	m0716dxacb01	Average Kitin Egg	a	the	Average Kitin Eggs		the	
_F4785DBD09266AF5	m0716dxacc01	Prime Kitin Egg	a	the	Prime Kitin Eggs		the	
_90D06E8250E1AED6	m0716dxacd01	Select Kitin Egg	a	the	Select Kitin Eggs		the	
_90116A915022A6E5	m0716dxace01	Superb Kitin Egg	a	the	Superb Kitin Eggs		the	
_EEC65BB5066B2802	m0716dxacf01	Magnificient Kitin Egg	a	the	Magnificient Kitin Eggs		the	
_9D9E6C1E2C0B5E49	m0717dxacc01	Fragment de Carapace d'Aelius	un	le	Fragments de Carapace d'Aelius	des	les	
_82B7E9D47D22DB73	m0718dxacc01	Portion de Résine d'Aelius	une	la	Portions de Résine d'Aelius	des	les	
_6A03DAA6733BFCFF	m0719dxacc01	Fagot de Bois d'Aelius	un	le	Fagots de Bois d'Aelius	des	les	
_CA4671D20005D10F	m0720dxacc01	Fibre d'Olkern	une	la	Fibres d'Olkern	des	les	
_C09721F07D22B366	m0721dxacc01	Portion de Résine d'Olkern	une	la	Portions de Résine d'Olkern	des	les	
_207F69A53A67E73F	m0722dxacc01	Ecorce d'Olkern	une	l'	Ecorces d'Olkern	des	les	
_DDFD680C2CFB624C	m0723dxacc01	Fragment de Carapace d'Almati	un	le	Fragments de Carapace d'Almati	des	les	
_BED721D47D228B6D	m0724dxacc01	Portion de Résine d'Almati	une	la	Portions de Résine d'Almati	des	les	
_5CB0A1A745E8CF4A	m0725dxacc01	Boucle d'Almati	une	la	Boucles d'Almati	des	les	
_6A83B6AC714B18F2	m0726dxacc01	Fagot de Bois d'Almati	un	le	Fagots de Bois d'Almati	des	les	
_30BEBBC0502D9B8D	m0727dxacc01	Sève Cristallisée	de la	la	Sève Cristallisée	de la	la	
_DB93140FA46BBE76	m0728dxacc01	Ambre Stellaire	de l'	l'	Ambres Stellaires	des	les	
_1713AB6018865FFE	m0729dxacc01	Fragment de Carapace d'Aelius Raffinée	un	le	Fragments de Carapace d'Aelius Raffinée	des	les	
_CCF41DCA62A21541	m0730dxacc01	Portion de Résine d'Aelius Raffinée	une	la	Portions de Résine d'Aelius Raffinée	des	les	
_199B1A7A25C61541	m0731dxacc01	Fagot de Bois d'Aelius Raffiné	un	le	Fagots de Bois d'Aelius Raffiné	des	les	
_BDBC2547794CF935	m0732dxacc01	Fibre d'Olkern Raffinée	une	la	Fibres d'Olkern Raffinées	des	les	
_8A5471D86251F53D	m0733dxacc01	Portion de Résine d'Olkern Raffinée	une	la	Portions de Résine d'Olkern Raffinée	des	les	
_B1001F12EE073910	m0734dxacc01	Ecorce d'Olkern Raffinée	une	l'	Ecorces d'Olkern Raffinées	des	les	
_D5038B579A066301	m0735dxacc01	Fragment de Carapace d'Almati Raffinée	un	le	Fragments de Carapace d'Almati Raffinée	des	les	
_0A7439CA6201E93E	m0736dxacc01	Portion de Résine d'Almati Raffinée	une	la	Portions de Résine d'Almati Raffinée	des	les	
_B0701B4C2C285D01	m0737dxacc01	Boucle d'Almati Raffinée	une	la	Boucles d'Almati Raffinées	des	les	
_D91BF68023D6313E	m0738dxacc01	Fagot de Bois d'Almati Raffiné	un	le	Fagots de Bois d'Almati Raffiné	des	les	
_CC7693791F9CF5DA	m0739dxacc01	Sève Cristallisée Raffinée	de la	la	Sève Cristallisée Raffinée	de la	la	
_76D89FE3A32461E3	m0740dxacc01	Ambre Stellaire Raffinée	de l'	l'	Ambres Stellaires Raffinées	des	les	
_B7432E267DF2C9F6	m0741dxacc01	Ronce de Tekorn Modifiée	une	la	Ronces de Tekorn Modifiées		des	
_B4490ED186805624	m0742dxacc01	Liane de Maga Modifiée	une	la	Lianes de Maga Modifiées		des	
_A13640453716CCA5	m0743dxacc01	Lichen d'Armilo Modifié	du	le	Lichens d'Armilo Modifiés		des	
_4F68ED9C64179DC7	m0744dxacc01	Filament de Greslin Modifié	un	le	Filaments de Greslin Modifiés		des	
_39742E267DD3E10B	m0745dxacc01	Ronce de Tekorn Purifiée	une	la	Ronces de Tekorn Purifiées		des	
_367A0EDF08B15636	m0746dxacc01	Liane de Maga Purifiée	une	la	Lianes de Maga Purifiées		des	
_A117584837F7E4AC	m0747dxacc01	Lichen d'Armilo Purifié	du	le	Lichens d'Armilo Purifiés		des	
_4F2A1DA264179DCB	m0748dxacc01	Filament de Greslin Purifié	un	le	Filaments de Greslin Purifiés		des	
_5EDDA5C4DDACCC8C	m0749dxacc01	Suc de Vedice Modifié	du	le	Sucs de Vedice Modifié		des	
_E7032FDA129FD81E	m0750dxacc01	Racine de Cheng Modifiée	une	la	Racines de Cheng Modifiées		des	
_6EBD38FC1806AF20	m0751dxacc01	Gomme de Rubbarn Modifiée	de la	la	Gommes de Rubbarn Modifiées		des	
_E0068054383600B1	m0752dxacc01	Pollen d'Egiros Modifié	du	le	Pollens d'Egiros Modifiés		des	
_E30EA5C4DDC4AC96	m0753dxacc01	Suc de Vedice Purifié	du	le	Sucs de Vedice Purifiés		des	
_69342FDA1280F033	m0754dxacc01	Racine de Cheng Purifiée	une	la	Racines de Cheng Purifiées		des	
_6EBD380A1D98BB24	m0755dxacc01	Gomme de Rubbarn Purifiée	de la	la	Gommes de Rubbarn Purifiées		des	
_E0E79857381718B8	m0756dxacc01	Pollen d'Egiros Purifié	du	le	Pollens d'Egiros Purifiés		des	
_03A017035508D342	m0757dxacb01	Fragment of Basic corrupted jugula skin	a	the	Fragments of Basic corrupted jugula skin		the	
_CA62167F4B9CB96D	m0758dxacb01	Basic corrupted gingo fur	a	the	Basic corrupted gingo furs		the	
_1E9CA338409B0A55	m0759dxacb01	Fragment of Basic corrupted igara skin	a	the	Fragments of Basic corrupted igara skin		the	
_42DA4B0A22E4F4E7	m0760dxacb01	Handful of Basic corrupted psykopla moss	a	the	Handfuls of Basic corrupted psykopla moss		the	
_7E51270290B9E33B	m0761dxacb01	Fragment of Basic corrupted torbak skin	a	the	Fragments of Basic corrupted torbak skin		the	
_F794ED64E8670FE5	m0762dxacb01	Ball of Basic corrupted kinrey silk	a	the	Balls of Basic corrupted kinrey silk		the	
_61A65718B0FBE939	m0763dxacb01	Basic corrupted cratcha leaf	a	the	Basic corrupted cratcha leafs		the	
_F794B55C66E90FE7	m0764dxacb01	Ball of Basic corrupted kizoar silk	a	the	Balls of Basic corrupted kizoar silk		the	
_63F92D1104E166A7	m0765dxacb01	Fragment of Basic grand mugul skin	a	the	Fragments of Basic grand mugul skin		the	
_61A6B738AA1D815A	m0766dxacb01	Basic corrupted kipesta sack	a	the	Basic corrupted kipesta sacks		the	
_07E3EA718CDCB166	m0767dxacb01	Basic corrupted jubla bud	a	the	Basic corrupted jubla buds		the	
_1C70C1749B8109CA	m0768dxacb01	Basic corrupted kincher carapace	a	the	Basic corrupted kincher carapaces		the	
_094F9D5723A601B1	m0769dxacb01	Morsel of Basic corrupted kipucka flesh	a	the	Morsels of Basic corrupted kipucka flesh		the	
_AAC84C5D440ABDA9	m0770dxacb01	Fragment of Basic corrupted kidinak sting	a	the	Fragments of Basic corrupted kidinak sting		the	
_45881524B47BC143	m0771dxacb01	Basic corrupted goari pincer	a	the	Basic corrupted goari pincers		the	
_CB7ED72E2C7FB164	m0772dxacb01	Basic corrupted varinx tooth	a	the	Basic corrupted varinx tooths		the	
